instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,3,3,0,,,,clip_weißt_18_nosub_1,clips/clip_weißt_18_nosub_1.mp4,audios/silence.mp3,weißt,nosub,1,18,5680.0,NA,12000,Wie wirken die Personen?,überrascht,wütend,verzweifelt,gelangweilt,None,,,,,,,,,,,,,0,3,3,7,,,,,78.46167210000567,,,,,,,,,,,,,,,,,,clip_weißt_10_nosub_1,clips/clip_weißt_10_nosub_1.mp4,audios/clip_weißt_10_nosub_1.mp3,audiovisual,nosub,False,78.4559414999967,78.46167210000567,78.82452249999915,79.03866820000985,79.02192400000058,79.02175746666423,90.03891889999795,90.28514220000943,90.04063540000061,[0.47744909999892116],90.13991559999704,90.1399686000077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,4,4,0,,,,clip_weißt_05_sub_0,clips/clip_weißt_05_sub_0.mp4,audios/clip_weißt_05_sub_0.mp3,weißt,sub,0,5,NA,NA,9767,Wer trägt die Leiter?,die Frau,der Mann,beide,keiner,None,,,,,,,,,,,,,0,4,4,0,,,,,90.28514220000943,,,,,,,,,,,,,,,,,,clip_weißt_05_sub_0,clips/clip_weißt_05_sub_0.mp4,audios/clip_weißt_05_sub_0.mp3,audiovisual,sub,False,90.27877360000275,90.28514220000943,90.64843500001007,90.84856050000235,90.84856050000235,90.84860446666814,,100.87787039999967,100.6489092999982,[0.7091930000024149],100.75973400000657,100.7598580000049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,5,5,0,,,,clip_hund_26_sub_1,clips/clip_hund_26_sub_1.mp4,audios/silence.mp3,hund,sub,0,26,NA,NA,9333,Wie wirkt die Frau?,amüsiert,hasserfüllt,traurig,ängstlich,2,3.751336600005743,None,,,,,,,,,,,0,5,5,3,,,,,100.87787039999967,,,,,,,,,,,,,,,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,visual,sub,True,100.87026779999724,100.87787039999967,101.26506760000484,101.46690470000613,101.46690470000613,101.46499456666449,102.718778200011,110.04432290000841,109.92954330000794,[2.742096899994067],110.03730619999988,113.79968440000084,2,2,110.04432290000841,110.04432290000841,110.04432290000841,3.751336600005743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,6,6,0,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,hund,sub,1,31,1966.0,NA,8433,Welche Tageszeit ist es?,abends,morgens,mittags,nachts,1,40.18701159999182,None,,,,,,,,,,,0,6,6,9,,,,,113.9222429000074,,,,,,,,,,,,,,,,,,clip_weißt_18_nosub_1,clips/clip_weißt_18_nosub_1.mp4,audios/silence.mp3,visual,nosub,True,113.91340140000102,113.9222429000074,114.2999298000068,114.50245860000723,114.50245860000723,114.50259546666736,115.75145239999983,126.64171019999776,126.5198914000066,[],126.63490869999805,166.83196310000494,1,4,126.64171019999776,126.64171019999776,126.64171019999776,40.18701159999182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,7,7,0,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,weißt,sub,1,9,4866.0,NA,9000,Was macht die Frau?,sie wickelt ein Band auf,sie näht,sie strickt,sie faltet Wäsche,None,,,,,,,,,,,,,0,7,7,5,,,,,166.9599969999981,,,,,,,,,,,,,,,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,visual,sub,False,166.9533577000111,166.9599969999981,167.33368890000565,167.53311550000217,167.53311550000217,167.53327656667196,168.78489140000602,176.10492720000912,175.8637968999974,[7.0792595999955665],175.96621569999843,175.96624870000232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,8,8,0,,,,clip_hund_06_nosub_0,clips/clip_hund_06_nosub_0.mp4,audios/clip_hund_06_nosub_0.mp3,hund,nosub,0,6,NA,NA,10860,Wie sieht das Studio aus?,unaufgeräumt,sehr ordentlich,komplett leer,stark überfüllt,None,,,,,,,,,,,,,0,8,8,2,,,,,176.10492720000912,,,,,,,,,,,,,,,,,,clip_hund_28_nosub_0,clips/clip_hund_28_nosub_0.mp4,audios/clip_hund_28_nosub_0.mp3,audiovisual,nosub,False,176.09890389999782,176.10492720000912,176.47251610000967,176.6722265999997,176.6722265999997,176.6723387666755,186.73598550001043,186.73598550001043,186.5370804999984,[],186.6255308000109,186.6255661000032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,9,9,0,,,,clip_wurst_09_sub_1,clips/clip_wurst_09_sub_1.mp4,audios/clip_wurst_09_sub_1.mp3,wurst,sub,1,9,3666.0,NA,11267,Wer sind die alten Menschen wahrscheinlich?,Großeltern,Eltern,Geschwister,Nachbarn,3,3.314415499989991,None,,,,,,,,,,,0,9,9,10,,,,,186.73598550001043,,,,,,,,,,,,,,,,,,clip_hund_26_sub_1,clips/clip_hund_26_sub_1.mp4,audios/silence.mp3,visual,sub,True,186.7295121000061,186.73598550001043,187.130192800003,187.33055350001086,187.33055350001086,187.33065996667236,188.58221269999922,196.86910570001055,196.69556300000113,[],196.86464660000638,200.18394529999932,3,3,196.86910570001055,196.86910570001055,196.86910570001055,3.314415499989991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,10,10,0,,,,clip_hund_02_sub_1,clips/clip_hund_02_sub_1.mp4,audios/clip_hund_02_sub_1.mp3,hund,sub,1,2,8300.0,NA,9900,Welche Farbe hat der Pullover der Frau?,grün,schwarz,blau,rot,None,,,,,,,,,,,,,0,10,10,8,,,,,200.2964292000106,,,,,,,,,,,,,,,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,visual,sub,False,200.2894754000008,200.2964292000106,200.6968377000012,200.8967263000086,200.8967263000086,200.89697686667594,202.14843560000008,210.1451303000067,209.9290861000045,[5.9337456000066595],210.01076580000517,210.0108009000105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,11,11,0,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,hund,sub,1,25,5466.0,NA,8300,Mit was essen die Personen?,mit ihren Händen,mit Messer und Gabel,mit Stäbchen,mit einem Löffel,None,,,,,,,,,,,,,0,11,11,11,,,,,210.1451303000067,,,,,,,,,,,,,,,,,,clip_wurst_09_sub_1,clips/clip_wurst_09_sub_1.mp4,audios/clip_wurst_09_sub_1.mp3,audiovisual,sub,False,210.1388602000079,210.1451303000067,210.5112611000077,210.7118491000001,210.7118491000001,210.71285546667448,,222.1162580000091,222.01307200000156,[6.640819299995201],222.10805580001033,222.10813690000214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.10829850001028,222.1162580000091,227.19271670001035,227.10459640000772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,0,0,0,0,227.19271670001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_10_nosub_1.mp4,audios/silence.mp3,visual,227.18808960000752,227.61043020000216,227.81145970000944,227.81145970000944,227.81084376667084,229.06366070000513,237.98815180000383,237.77701469999738,[5.949239199995645],237.88064299999678,237.88069000000542,None,237.88075870000466,237.88078680000035,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,1,0,1,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,1,0,1,0,237.98815180000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_22_sub_1.mp4,audios/silence.mp3,visual,237.9825780000101,238.38801100000273,238.5883729000052,238.5883729000052,238.58813156666682,239.84005450000404,248.81476269999985,248.6044557999994,[8.684179200005019],248.70551050000358,248.70554750000883,None,248.70558629999869,248.70563209999818,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,2,0,2,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,2,0,2,0,248.81476269999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_27_sub_1.mp4,audios/silence.mp3,visual,248.80893729999661,249.21540320001077,249.41571880000993,249.41571880000993,249.41450926667702,250.6667196000053,259.8855775999982,259.64745160000166,[5.2218409999914],259.7503945000062,259.75043169999844,None,259.75046710000606,259.7504861000052,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,3,0,3,,,,,,,,,,,,,,,,,,,,,,1,None,4.07417720000376,None,,,,,,,,,,,3,0,3,0,259.8855775999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_23_sub_0.mp4,audios/clip_claude_23_sub_0.mp3,audiovisual,259.88049820000015,260.2517700000026,260.4522292000038,260.4522292000038,260.4520338666664,272.7145142000081,272.7145142000081,272.6044872000057,[],272.7082739000034,276.8050239000004,1,276.80507300001045,276.80509090000123,None,2,272.7145142000081,272.7145142000081,272.7145142000081,4.07417720000376,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,4,0,4,,,,,,,,,,,,,,,,,,,,,,1,None,2.755541299993638,None,,,,,,,,,,,4,0,4,0,276.91316710000683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_sub_0.mp4,audios/silence.mp3,visual,276.9074118999997,277.3140054000105,277.51428970000416,277.51428970000416,277.5145296666635,278.7667036000057,286.14049309999973,286.0449130000052,[],286.1361565999978,288.90731300000334,1,288.90737510001054,288.9074002999987,None,1,286.14049309999973,286.14049309999973,286.14049309999973,2.755541299993638,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,5,0,5,,,,,,,,,,,,,,,,,,,,,,1,None,2.8290335000056075,None,,,,,,,,,,,5,0,5,0,289.04747180000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_06_nosub_1.mp4,audios/clip_lied_06_nosub_1.mp3,audiovisual,289.04154210000706,289.4134791000106,289.6140385000035,289.6140385000035,289.61384866666435,302.2335408000072,302.34127109999827,302.23372650000965,[],302.33464800000365,305.1806490000017,1,305.18070949999674,305.1807351000025,None,1,302.34127109999827,302.34127109999827,302.34127109999827,2.8290335000056075,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,6,0,6,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,6,0,6,0,305.298097699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_22_nosub_1.mp4,audios/clip_holo_22_nosub_1.mp3,audiovisual,305.29208220000146,305.6814493999991,305.88144029999967,305.88144029999967,305.8814809666694,,315.3135287000041,315.0794239000097,[9.409621599988895],315.18476050000754,315.18479359999765,None,315.1848197000072,315.1848362000019,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,7,0,7,,,,,,,,,,,,,,,,,,,,,,4,None,3.5938654000055976,None,,,,,,,,,,,7,0,7,0,315.3135287000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/clip_weißt_13_sub_0.mp3,audiovisual,315.308331799999,315.69677780001075,315.8979694000009,315.8979694000009,315.897951266674,326.8309985000087,326.8309985000087,326.7157806000032,[],326.8247284000099,330.43672840000363,4,330.4367881000071,330.4368140000006,None,2,326.8309985000087,326.8309985000087,326.8309985000087,3.5938654000055976,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
