instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,prac_sound.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,3,3,0,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,hund,sub,1,25,5466.0,NA,8300,Mit was essen die Personen?,mit ihren Händen,mit Messer und Gabel,mit Stäbchen,mit einem Löffel,None,,,,,,,,,,,,,0,3,3,11,,,,,88.79241080000065,,,,,,,,,,,,,,,,,,clip_wurst_09_sub_1,clips/clip_wurst_09_sub_1.mp4,audios/clip_wurst_09_sub_1.mp3,audiovisual,sub,False,88.78605369999423,88.79241080000065,89.17496850001044,89.3754481000069,89.35873900001752,89.35968726667149,100.8571753000142,,100.64414280001074,[0.3478975000034552],,100.74258869999903,,,,100.74263359999168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,4,4,0,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,hund,sub,1,31,1966.0,NA,8433,Welche Tageszeit ist es?,abends,morgens,mittags,nachts,3,5.475630899978569,None,,,,,,,,,,,0,4,4,9,,,,,100.8571753000142,,,,,,,,,,,,,,,,,,clip_weißt_05_sub_0,clips/clip_weißt_05_sub_0.mp4,audios/clip_weißt_05_sub_0.mp3,audiovisual,sub,True,100.84983490000013,100.8571753000142,101.25713660000474,101.45706300000893,101.45706300000893,101.4571010666589,111.37850180000532,,111.25626449999982,[],3,111.37127309999778,111.37850180000532,111.37850180000532,111.37850180000532,116.86499669999466,3,5.475630899978569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,5,5,0,,,,clip_hund_26_sub_1,clips/clip_hund_26_sub_1.mp4,audios/silence.mp3,hund,sub,0,26,NA,NA,9333,Wie wirkt die Frau?,amüsiert,hasserfüllt,traurig,ängstlich,None,,,,,,,,,,,,,0,5,5,3,,,,,117.0089760000119,,,,,,,,,,,,,,,,,,clip_hund_06_nosub_0,clips/clip_hund_06_nosub_0.mp4,audios/clip_hund_06_nosub_0.mp3,audiovisual,nosub,False,117.00205340000684,117.0089760000119,117.37345290000667,117.57559500000207,117.57559500000207,117.5737074666579,128.67647679999936,,128.45809709999594,[],,128.57392840000102,,,,128.57395940000424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,6,6,0,,,,clip_wurst_09_sub_1,clips/clip_wurst_09_sub_1.mp4,audios/clip_wurst_09_sub_1.mp3,wurst,sub,1,9,3666.0,NA,11267,Wer sind die alten Menschen wahrscheinlich?,Großeltern,Eltern,Geschwister,Nachbarn,None,,,,,,,,,,,,,0,6,6,10,,,,,128.67647679999936,,,,,,,,,,,,,,,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,visual,sub,False,128.66954780000378,128.67647679999936,129.07481130000087,129.27614339999855,129.27614339999855,129.27515016668283,137.96799860001192,130.5272995000123,137.74103880001348,[],,137.8533468999958,,,,137.85339309999836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,7,7,0,,,,clip_hund_06_nosub_0,clips/clip_hund_06_nosub_0.mp4,audios/clip_hund_06_nosub_0.mp3,hund,nosub,0,6,NA,NA,10860,Wie sieht das Studio aus?,unaufgeräumt,sehr ordentlich,komplett leer,stark überfüllt,None,,,,,,,,,,,,,0,7,7,2,,,,,137.96799860001192,,,,,,,,,,,,,,,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,visual,sub,False,137.96041790000163,137.96799860001192,138.35793379999814,138.55840470001567,138.55840470001567,138.55805366667144,147.81719060000614,139.81111490001786,147.5883786000195,[6.369885099993553],,147.69767560000764,,,,147.69772560001002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,8,8,0,,,,clip_weißt_18_nosub_1,clips/clip_weißt_18_nosub_1.mp4,audios/silence.mp3,weißt,nosub,1,18,5680.0,NA,12000,Wie wirken die Personen?,überrascht,wütend,verzweifelt,gelangweilt,1,3.151573399984045,None,,,,,,,,,,,0,8,8,7,,,,,147.81719060000614,,,,,,,,,,,,,,,,,,clip_hund_02_sub_1,clips/clip_hund_02_sub_1.mp4,audios/clip_hund_02_sub_1.mp3,audiovisual,sub,True,147.8097592999984,147.81719060000614,148.20458980000694,148.4049398000061,148.4049398000061,148.40485376667155,158.4234870999935,158.31939210000564,158.32087490000413,[9.601543799974024],1,158.4181058999966,158.4234870999935,158.4234870999935,158.4234870999935,161.58402619999833,1,3.151573399984045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,9,9,0,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,weißt,sub,1,9,4866.0,NA,9000,Was macht die Frau?,sie wickelt ein Band auf,sie näht,sie strickt,sie faltet Wäsche,None,,,,,,,,,,,,,0,9,9,5,,,,,161.70810630000778,,,,,,,,,,,,,,,,,,clip_weißt_10_nosub_1,clips/clip_weißt_10_nosub_1.mp4,audios/clip_weißt_10_nosub_1.mp3,audiovisual,nosub,False,161.70027299999492,161.70810630000778,162.08533220001846,162.28684970000177,162.28684970000177,162.28492486666462,173.5086406999908,173.3035010000167,173.30479729999206,[5.378043299977435],,173.3988917999959,,,,173.39892169999075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,10,10,0,,,,clip_weißt_10_nosub_1,clips/clip_weißt_10_nosub_1.mp4,audios/clip_weißt_10_nosub_1.mp3,weißt,nosub,1,10,4280.0,NA,11000,Was macht der Mann?,er greift an den Fernseher,er schaltet das Radio ein,er wirft eine Flasche,er öffnet das Fenster,2,4.778042899997672,None,,,,,,,,,,,0,10,10,6,,,,,173.5086406999908,,,,,,,,,,,,,,,,,,clip_weißt_21_nosub_0,clips/clip_weißt_21_nosub_0.mp4,audios/silence.mp3,visual,nosub,True,173.5016830000095,173.5086406999908,173.91470220001065,174.1149207999988,174.1149207999988,174.11394286668317,184.34346470001037,175.36634140001843,184.21361160001834,[],2,184.33776070000022,184.34346470001037,184.34346470001037,184.34346470001037,189.13760819999152,2,4.778042899997672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,11,11,0,,,,clip_weißt_21_nosub_0,clips/clip_weißt_21_nosub_0.mp4,audios/silence.mp3,weißt,nosub,0,21,NA,NA,10080,Wo stehen die Personen?,am Balkongeländer,am Strand,an einer Bushaltestelle,im Wald,None,,,,,,,,,,,,,0,11,11,1,,,,,189.26125480001792,,,,,,,,,,,,,,,,,,clip_weißt_18_nosub_1,clips/clip_weißt_18_nosub_1.mp4,audios/silence.mp3,visual,nosub,False,189.2540360999992,189.26125480001792,189.638105799997,189.83863620000193,189.83863620000193,189.83936696665867,201.9643969000026,191.0904797000112,201.8585688000021,[7.053702800010797],,201.9570856000064,,,,201.95711489999667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.95719050001935,201.9643969000026,206.9575773999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,0,0,0,0,207.0669951000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_20_sub_1.mp4,audios/silence.mp3,visual,207.06044760000077,207.46647290000692,207.66873530001612,207.66873530001612,207.6666243666589,208.91959110001335,217.70364650001284,217.50016130000586,[8.439182300004177],217.6024497000035,217.6024999000074,None,217.60254170000553,217.60257200000342,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,1,0,1,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,1,0,1,0,217.70364650001284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_01_nosub_0.mp4,audios/silence.mp3,visual,217.69763660000172,218.10825930000283,218.30839700001525,218.30839700001525,218.30980826667317,219.56007999999565,227.9671570000064,227.75715000001946,[],227.8515664000006,227.8516018000082,None,227.8516360000067,227.8516598000133,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,2,0,2,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,2,0,2,0,227.9671570000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_29_nosub_0.mp4,audios/clip_claude_29_nosub_0.mp3,audiovisual,227.96325940001407,228.351773900009,228.55227529999684,228.55227529999684,228.55220666667836,238.58471699999063,238.82416330001433,238.58495079999557,[],238.70084910001606,238.7008826000092,None,238.7009221999906,238.70096040001954,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,3,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,3,0,3,0,238.82416330001433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/clip_holo_01_nosub_1.mp3,audiovisual,238.8189987000078,239.20769969999674,239.4085655999952,239.4085655999952,239.40816936668514,,248.821557999996,248.61267329999828,[4.29915139998775],248.7165718000033,248.71664030000102,None,248.7166846000182,248.7167128000001,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,4,0,4,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,4,0,4,0,248.821557999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_22_nosub_1.mp4,audios/silence.mp3,visual,248.81605480000144,249.22176099999342,249.42265759999282,249.42265759999282,249.4220881666736,250.67512649999117,258.81713619999937,258.6210417000111,[9.33513920000405],258.71732739999425,258.7173612000188,None,258.71739750000415,258.71742960001575,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,5,0,5,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,5,0,5,0,258.81713619999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_06_sub_2.mp4,audios/silence.mp3,visual,258.8109473999939,259.2288962000166,259.4292542000185,259.4292542000185,259.4292014666755,260.68113620000076,269.3921810000029,269.1945628999965,[5.522515599994222],269.269632200012,269.26969700001064,None,269.26975310000125,269.26977300000726,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,6,0,6,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,6,0,6,0,269.3921810000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_17_sub_0.mp4,audios/clip_weißt_17_sub_0.mp3,audiovisual,269.38852140001836,269.7710780999914,269.97107349999715,269.97107349999715,269.970619266682,281.488597699994,281.7039882999961,281.4887633000035,[],281.5850015000033,281.58503750001546,None,281.58507190001546,281.5850935000053,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,7,0,7,,,,,,,,,,,,,,,,,,,,,,2,None,2.953993500006618,None,,,,,,,,,,,7,0,7,0,281.7039882999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_22_sub_0.mp4,audios/clip_weißt_22_sub_0.mp3,audiovisual,281.69860880001215,282.0868281000003,282.287273199996,282.287273199996,282.28715526668043,,293.48880789999384,293.37239810000756,[],293.4826180000091,296.4593561000074,2,296.4594236999983,296.4594536999939,None,2,293.48880789999384,293.48880789999384,293.48880789999384,2.953993500006618,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,8,0,8,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,8,0,8,0,296.5646257000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/silence.mp3,visual,296.5588939000154,296.968206199992,297.1689017000026,297.1689017000026,297.16872266665837,298.4207233999914,308.00063890000456,307.78540660001454,[7.939442800008692],307.8928297999955,307.8928663000115,None,307.89289670001017,307.89291310001863,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
