instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,prac_sound.stopped,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,3,3,0,,,,clip_hund_26_sub_1,clips/clip_hund_26_sub_1.mp4,audios/silence.mp3,hund,sub,0,26,NA,NA,9333,Wie wirkt die Frau?,amüsiert,hasserfüllt,traurig,ängstlich,None,,,,,,,,,,,,,0,3,3,3,,,,,76.49397960000033,,,,,,,,,,,,,,,,,,clip_hund_02_sub_1,clips/clip_hund_02_sub_1.mp4,audios/clip_hund_02_sub_1.mp3,audiovisual,sub,False,76.48880270000018,76.49397960000033,76.8586736000002,77.0586816,77.0586816,77.05905476666682,87.22466239999994,86.99190820000013,[9.358421500000077],87.09776469999997,87.09780140000021,None,86.99047340000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,4,4,0,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,hund,sub,1,25,5466.0,NA,8300,Mit was essen die Personen?,mit ihren Händen,mit Messer und Gabel,mit Stäbchen,mit einem Löffel,None,,,,,,,,,,,,,0,4,4,11,,,,,87.22466239999994,,,,,,,,,,,,,,,,,,clip_wurst_09_sub_1,clips/clip_wurst_09_sub_1.mp4,audios/clip_wurst_09_sub_1.mp3,audiovisual,sub,False,87.21883920000028,87.22466239999994,87.6104749000001,87.81140929999992,87.81140929999992,87.80991936666693,99.32679970000027,99.09395410000025,[],99.19995960000006,99.20000470000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,5,5,0,,,,clip_weißt_21_nosub_0,clips/clip_weißt_21_nosub_0.mp4,audios/silence.mp3,weißt,nosub,0,21,NA,NA,10080,Wo stehen die Personen?,am Balkongeländer,am Strand,an einer Bushaltestelle,im Wald,3,20.67453400000022,None,,,,,,,,,,,0,5,5,1,,,,,99.32679970000027,,,,,,,,,,,,,,,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,visual,sub,True,99.3221209000003,99.32679970000027,99.71404280000024,99.92840569999998,99.91182849999996,99.91282066666669,108.48968490000016,108.37656779999998,[0.2490162999997665],108.48578980000002,129.17308170000024,3,101.16355079999994,3,108.48968490000016,108.48968490000016,108.48968490000016,20.67453400000022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,6,6,0,,,,clip_weißt_05_sub_0,clips/clip_weißt_05_sub_0.mp4,audios/clip_weißt_05_sub_0.mp3,weißt,sub,0,5,NA,NA,9767,Wer trägt die Leiter?,die Frau,der Mann,beide,keiner,3,5.353132299999743,None,,,,,,,,,,,0,6,6,0,,,,,129.28673590000017,,,,,,,,,,,,,,,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,visual,sub,True,129.28102960000024,129.28673590000017,129.6882072000003,129.88842920000025,129.88842920000025,129.88865016666685,139.0247142000003,138.92081710000002,[6.236902699999973],139.02115550000008,144.3860767000001,3,131.14019009999993,4,139.0247142000003,139.0247142000003,139.0247142000003,5.353132299999743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,7,7,0,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,hund,sub,1,31,1966.0,NA,8433,Welche Tageszeit ist es?,abends,morgens,mittags,nachts,2,3.9211270000000695,None,,,,,,,,,,,0,7,7,9,,,,,144.51623770000015,,,,,,,,,,,,,,,,,,clip_hund_26_sub_1,clips/clip_hund_26_sub_1.mp4,audios/silence.mp3,visual,sub,True,144.51111370000035,144.51623770000015,144.88663700000006,145.08726920000026,145.08726920000026,145.08748256666675,154.56625630000008,154.45314929999995,[],154.56300910000027,158.4900944000001,2,146.33925219999992,2,154.56625630000008,154.56625630000008,154.56625630000008,3.9211270000000695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,8,8,0,,,,clip_hund_02_sub_1,clips/clip_hund_02_sub_1.mp4,audios/clip_hund_02_sub_1.mp3,hund,sub,1,2,8300.0,NA,9900,Welche Farbe hat der Pullover der Frau?,grün,schwarz,blau,rot,None,,,,,,,,,,,,,0,8,8,8,,,,,158.63751850000017,,,,,,,,,,,,,,,,,,clip_hund_28_nosub_0,clips/clip_hund_28_nosub_0.mp4,audios/clip_hund_28_nosub_0.mp3,audiovisual,nosub,False,158.63278470000023,158.63751850000017,158.9997601,159.1996422000002,159.1996422000002,159.19982996666684,169.28783340000018,169.06458030000022,[],169.1610622000003,169.16109510000024,None,169.28783340000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,9,9,0,,,,clip_hund_28_nosub_0,clips/clip_hund_28_nosub_0.mp4,audios/clip_hund_28_nosub_0.mp3,hund,nosub,0,28,NA,NA,9840,Was steht auf dem Tisch vor den Personen?,Weinflasche mit Gläsern,Wasser,Bier,Kaffee,1,4.575402699999813,None,,,,,,,,,,,0,9,9,4,,,,,169.28783340000018,,,,,,,,,,,,,,,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,visual,sub,True,169.28395640000008,169.28783340000018,169.6659010000003,169.86625760000015,169.86625760000015,169.8660313666667,178.30443659999992,178.18381120000004,"[0.35981630000014775, 7.102495699999963]",178.30118360000006,182.89017110000032,1,171.12166500000012,1,178.30443659999992,178.30443659999992,178.30443659999992,4.575402699999813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,10,10,0,,,,clip_weißt_09_sub_1,clips/clip_weißt_09_sub_1.mp4,audios/silence.mp3,weißt,sub,1,9,4866.0,NA,9000,Was macht die Frau?,sie wickelt ein Band auf,sie näht,sie strickt,sie faltet Wäsche,None,,,,,,,,,,,,,0,10,10,5,,,,,183.00801880000017,,,,,,,,,,,,,,,,,,clip_weißt_21_nosub_0,clips/clip_weißt_21_nosub_0.mp4,audios/silence.mp3,visual,nosub,False,183.00165190000007,183.00801880000017,183.39120219999995,183.59111530000018,183.59111530000018,183.59162626666674,193.9149821000001,193.6904701000003,[],193.801375,193.8014075000001,None,184.84287889999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,11,11,0,,,,clip_hund_06_nosub_0,clips/clip_hund_06_nosub_0.mp4,audios/clip_hund_06_nosub_0.mp3,hund,nosub,0,6,NA,NA,10860,Wie sieht das Studio aus?,unaufgeräumt,sehr ordentlich,komplett leer,stark überfüllt,None,,,,,,,,,,,,,0,11,11,2,,,,,193.9149821000001,,,,,,,,,,,,,,,,,,clip_weißt_05_sub_0,clips/clip_weißt_05_sub_0.mp4,audios/clip_weißt_05_sub_0.mp3,audiovisual,sub,False,193.9109037000003,193.9149821000001,194.3083813000003,194.50884290000022,194.50884290000022,194.5076549666667,204.41991899999994,204.3133699,[],204.41410590000032,204.4141426000001,None,204.41991899999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.4142895,204.41991899999994,209.50383660000034,209.4107458000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3.5719286999997166,None,None,,,,,,,,,,,0,0,0,0,209.50383660000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_33_sub_0.mp4,audios/silence.mp3,visual,209.5000957000002,209.9195694,210.1199001,210.1199001,210.12223026666678,211.3721832000001,219.94965060000004,219.85195820000035,[],2,219.9455095000003,219.94965060000004,219.94965060000004,219.94965060000004,223.53251390000014,2,3.5719286999997166,None,223.5325600000001,223.53258080000023,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,1,0,1,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,1,0,1,0,223.64319960000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_03_nosub_1.mp4,audios/silence.mp3,visual,223.63716410000006,224.04259430000002,224.24317440000004,224.24317440000004,224.24286366666664,225.4948585000002,233.99747509999997,233.77447520000032,"[8.39358510000011, 9.693185199999789]",,233.8786202000001,,,,233.87865069999998,None,,,233.8786782000002,233.87869309999996,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,2,0,2,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,2,0,2,0,233.99747509999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/clip_dampf_06_nosub_2.mp3,audiovisual,233.9937245000001,234.3921061000001,234.5929741,234.5929741,234.59307286666697,243.6250984000003,243.81761700000015,243.62527690000024,[],,243.71559509999997,,,,243.7156301,None,,,243.71566350000012,243.71567890000006,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,3,0,3,,,,,,,,,,,,,,,,,,,,,,2,3.42540340000005,None,None,,,,,,,,,,,3,0,3,0,243.81761700000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_19_sub_1.mp4,audios/silence.mp3,visual,243.81284110000024,244.2158311000003,244.41646400000036,244.41646400000036,244.41587116666668,245.66895109999996,254.55464100000017,254.45030769999994,[6.657463000000007],3,254.5510250000002,254.55464100000017,254.55464100000017,254.55464100000017,257.99667,2,3.42540340000005,None,257.9967343000003,257.99676290000025,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,4,0,4,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,4,0,4,0,258.1197715000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_18_nosub_0.mp4,audios/clip_wurst_18_nosub_0.mp3,audiovisual,258.1156369,258.4961569000002,258.69685789999994,258.69685789999994,258.6964062666668,268.7289960000003,268.91713770000024,268.7291927000001,[],,268.82282220000025,,,,268.82285520000005,None,,,268.82288289999997,268.82289790000004,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,5,0,5,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,5,0,5,0,268.91713770000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_14_sub_0.mp4,audios/silence.mp3,visual,268.9129882000002,269.33470380000017,269.53513569999996,269.53513569999996,269.53662466666697,270.78688390000025,280.85168710000016,280.63569240000015,[8.843637200000103],,280.7244823000001,,,,280.7245184000003,None,,,280.7245548000001,280.72457540000005,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,6,0,6,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,6,0,6,0,280.85168710000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/clip_claude_21_nosub_1.mp3,audiovisual,280.84781509999993,281.23709810000037,281.43680410000024,281.43680410000024,281.436373766667,293.70597350000025,293.93004870000004,293.7061374,[9.966427099999692],,293.80670910000026,,,,293.8067470000001,None,,,293.80678220000027,293.8068039,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,7,0,7,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,7,0,7,0,293.93004870000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_27_sub_1.mp4,audios/clip_weißt_27_sub_1.mp3,audiovisual,293.9261741,294.3064237000003,294.5069861000002,294.5069861000002,294.5068038666666,304.60668269999996,304.8404249,304.6068843000003,[7.974000500000329],,304.70401260000017,,,,304.7040542,None,,,304.7040999000001,304.70415200000025,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,8,0,8,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,8,0,8,0,304.8404249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_08_sub_2.mp4,audios/clip_holo_08_sub_2.mp3,audiovisual,304.83653270000013,305.20788410000023,305.4089957000001,305.4089957000001,305.408120166667,,316.4303896000001,316.1919846999999,"[4.29371110000011, 9.522241000000122]",,316.3095277000002,,,,316.30956190000006,None,,,316.30959950000033,316.3096281000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
